tconst,title,year,runtime,genre,director,rating,num_votes,img_url
tt0023753,Alice in Wonderland,1933,76,"Adventure,Family,Fantasy",NA,6.4,1736,NA
tt0023775,Baby Face,1933,71,"Drama,Romance",NA,7.6,5606,NA
tt0023814,The Bitter Tea of General Yen,1932,88,"Drama,Romance,War",NA,7.0,3203,NA
tt0023825,Bombshell,1933,96,"Comedy,Drama,Romance",NA,7.1,2094,NA
tt0023871,A Song of Lisbon,1933,85,"Comedy,Musical",NA,7.7,1199,NA
tt0023876,Cavalcade,1933,112,"Drama,Romance,War",NA,5.9,4050,NA
tt0023891,Christopher Strong,1933,78,"Action,Adventure,Drama",NA,6.3,1195,NA
tt0023911,Counsellor at Law,1933,82,"Comedy,Drama",NA,7.5,1029,NA
tt0023926,Dancing Lady,1933,92,"Comedy,Musical,Romance",NA,6.7,1849,NA
tt0023937,Passing Fancy,1933,100,Drama,NA,7.4,1150,NA
tt0023940,Design for Living,1933,91,"Comedy,Romance",NA,7.5,5143,NA
tt0023943,The Devil's Brother,1933,90,"Comedy,Musical",NA,7.2,1635,NA
tt0023948,Dinner at Eight,1933,111,"Comedy,Drama",NA,7.6,7043,NA
tt0023969,Duck Soup,1933,68,"Comedy,Musical,War",NA,7.8,52677,NA
tt0023993,Ex-Lady,1933,67,"Comedy,Drama",NA,6.6,1013,NA
tt0024008,Female,1933,60,"Comedy,Drama,Romance",NA,6.7,1408,NA
tt0024025,Flying Down to Rio,1933,89,"Comedy,Musical,Romance",NA,6.6,3097,NA
tt0024028,Footlight Parade,1933,104,"Comedy,Musical,Romance",NA,7.6,4280,NA
tt0024034,42nd Street,1933,89,"Comedy,Musical,Romance",NA,7.4,9829,NA
tt0024044,Gabriel Over the White House,1933,86,"Drama,Fantasy,Romance",NA,6.4,1067,NA
tt0024055,The Ghoul,1933,77,"Action,Drama,Horror",NA,5.9,2024,NA
tt0024067,Going Hollywood,1933,78,"Musical,Romance",NA,6.1,1659,NA
tt0024069,Gold Diggers of 1933,1933,97,"Comedy,Drama,Musical",NA,7.8,6669,NA
tt0024087,Hans Westmar,1933,95,Biography,NA,5.9,1282,NA
tt0024115,Heroes for Sale,1933,76,"Drama,War",NA,7.3,1924,NA
tt0024127,Our Flags Lead Us Forward,1933,95,Drama,NA,5.7,1570,NA
tt0024130,Hold Your Man,1933,87,"Drama,Romance",NA,6.8,1206,NA
tt0024166,I'm No Angel,1933,87,"Comedy,Musical,Romance",NA,6.9,2705,NA
tt0024183,International House,1933,68,Comedy,NA,7.0,1105,NA
tt0024184,The Invisible Man,1933,71,"Horror,Sci-Fi",NA,7.7,26548,NA
tt0024188,Island of Lost Souls,1932,70,"Horror,Sci-Fi",NA,7.4,7414,NA
tt0024210,The Kennel Murder Case,1933,73,"Crime,Mystery",NA,7.0,2661,NA
tt0024216,King Kong,1933,100,"Adventure,Horror,Sci-Fi",NA,7.9,74405,NA
tt0024238,Ladies They Talk About,1933,69,"Crime,Drama,Romance",NA,6.7,1184,NA
tt0024239,Lady Killer,1933,76,"Comedy,Crime",NA,7.0,1463,NA
tt0024240,Lady for a Day,1933,96,"Comedy,Drama",NA,7.4,3467,NA
tt0024252,Liebelei,1933,88,"Drama,Romance",NA,7.5,1210,NA
tt0024264,Little Women,1933,115,"Drama,Family,Romance",NA,7.2,5642,NA
tt0024302,Man's Castle,1933,75,"Drama,Romance",NA,7.3,1220,NA
tt0024314,The Mayor of Hell,1933,90,"Crime,Drama,Romance",NA,7.0,1232,NA
tt0024334,Midnight Mary,1933,74,"Crime,Drama,Romance",NA,7.0,1105,NA
tt0024353,Morning Glory,1933,74,"Drama,Romance",NA,6.5,2388,NA
tt0024368,Mystery of the Wax Museum,1933,77,"Horror,Mystery,Thriller",NA,6.8,4195,NA
tt0024433,Peg o' My Heart,1933,87,"Drama,Romance",NA,6.3,1324,NA
tt0024450,Picture Snatcher,1933,77,"Crime,Drama",NA,7.1,1234,NA
tt0024473,The Private Life of Henry VIII.,1933,97,"Biography,Comedy,Drama",NA,7.1,3351,NA
tt0024481,Queen Christina,1933,99,"Biography,Drama,History",NA,7.7,6662,NA
tt0024548,She Done Him Wrong,1933,66,"Comedy,Drama,History",NA,6.4,5012,NA
tt0024593,The Son of Kong,1933,70,"Adventure,Comedy",NA,5.7,3550,NA
tt0024601,Sons of the Desert,1933,68,Comedy,NA,7.6,7179,NA
tt0024727,The Vampire Bat,1933,65,"Drama,Horror,Mystery",NA,5.7,1971,NA
tt0024747,Strauss' Great Waltz,1934,81,"Biography,Music,Romance",NA,6.0,1152,NA
tt0024772,Wild Boys of the Road,1933,68,"Adventure,Drama",NA,7.5,1652,NA
tt0024844,L'Atalante,1934,89,"Comedy,Drama,Romance",NA,7.8,13114,NA
tt0024852,March of the Wooden Soldiers,1934,77,"Comedy,Family,Fantasy",NA,7.3,5572,NA
tt0024865,The Barretts of Wimpole Street,1934,109,"Biography,Drama,Romance",NA,7.0,1465,NA
tt0024894,The Black Cat,1934,65,"Adventure,Crime,Horror",NA,7.0,8336,NA
tt0024902,Blue Steel,1934,54,"Action,Adventure,Drama",NA,5.4,1264,NA
tt0024914,Bright Eyes,1934,85,"Comedy,Drama,Family",NA,7.3,1886,NA
tt0024961,The Cat's-Paw,1934,102,Comedy,NA,6.7,1070,NA
tt0024966,Chapayev,1934,93,"Biography,Drama,History",NA,7.3,1045,NA
tt0024968,Charlie Chan in London,1934,79,"Crime,Drama,Mystery",NA,7.1,1702,NA
tt0024991,Cleopatra,1934,100,"Biography,Drama,History",NA,6.8,3114,NA
tt0025004,The Count of Monte Cristo,1934,113,"Action,Adventure,Drama",NA,7.5,2239,NA
tt0025028,Dames,1934,91,"Comedy,Musical,Romance",NA,7.1,1687,NA
tt0025037,Death Takes a Holiday,1934,79,"Drama,Fantasy,Romance",NA,7.1,1501,NA
tt0025091,Evelyn Prentice,1934,79,"Drama,Mystery,Romance",NA,6.9,1270,NA
tt0025101,Fashions of 1934,1934,78,"Comedy,Drama,Musical",NA,6.8,1165,NA
tt0025129,Fog Over Frisco,1934,68,"Crime,Mystery,Thriller",NA,6.7,1246,NA
tt0025164,The Gay Divorcee,1934,107,"Comedy,Musical,Romance",NA,7.5,6326,NA
tt0025301,Imitation of Life,1934,111,"Drama,Romance",NA,7.5,3637,NA
tt0025316,It Happened One Night,1934,105,"Comedy,Romance",NA,8.1,85913,NA
tt0025318,It's a Gift,1934,68,Comedy,NA,7.2,4569,NA
tt0025330,Jimmy the Gent,1934,67,"Comedy,Crime,Drama",NA,6.8,1432,NA
tt0025335,Judge Priest,1934,80,"Comedy,Drama,Romance",NA,6.3,1749,NA
tt0025410,Little Miss Marker,1934,80,"Comedy,Drama,Family",NA,7.1,1108,NA
tt0025423,The Lost Patrol,1934,73,"Adventure,War",NA,6.9,2726,NA
tt0025452,The Man Who Knew Too Much,1934,75,"Crime,Mystery,Thriller",NA,6.8,15439,NA
tt0025456,Man of Aran,1934,76,Documentary,NA,7.3,1793,NA
tt0025464,Manhattan Melodrama,1934,93,"Crime,Drama,Romance",NA,7.2,3249,NA
tt0025465,Maniac,1934,51,Horror,NA,3.6,1924,NA
tt0025493,The Merry Widow,1934,99,"Comedy,Musical,Romance",NA,7.2,2366,NA
tt0025509,Les Misérables,1934,281,Drama,NA,8.3,1410,NA
tt0025586,Of Human Bondage,1934,83,"Drama,Romance",NA,7.2,5538,NA
tt0025607,Operator 13,1934,85,"Drama,History,Romance",NA,6.1,1246,NA
tt0025610,Our Daily Bread,1934,80,"Drama,Romance",NA,7.0,1250,NA
tt0025617,The Painted Veil,1934,85,"Drama,Romance",NA,6.6,1189,NA
tt0025740,Sadie McKee,1934,93,"Drama,Romance",NA,6.8,1003,NA
tt0025746,The Scarlet Empress,1934,104,"Drama,History,Romance",NA,7.6,5249,NA
tt0025748,The Scarlet Pimpernel,1934,97,"Adventure,Drama",NA,7.4,3561,NA
tt0025862,Tarzan and His Mate,1934,104,"Action,Adventure",NA,7.3,4486,NA
tt0025878,The Thin Man,1934,91,"Comedy,Crime,Mystery",NA,8.0,24434,NA
tt0025898,Toni,1935,84,"Crime,Drama,Romance",NA,7.2,1327,NA
tt0025907,Treasure Island,1934,110,"Adventure,Family",NA,7.1,2231,NA
tt0025913,Triumph of the Will,1935,114,"Documentary,History,War",NA,7.3,13918,NA
tt0025919,Twentieth Century,1934,91,"Comedy,Romance",NA,7.4,5416,NA
tt0025929,A Story of Floating Weeds,1934,86,Drama,NA,7.8,2652,NA
tt0025948,Viva Villa!,1934,115,"Biography,Western",NA,6.4,1051,NA
tt0026029,The 39 Steps,1935,86,"Film-Noir,Mystery,Thriller",NA,7.7,47311,NA
tt0026056,Alice Adams,1935,99,"Comedy,Drama,Romance",NA,6.9,3465,NA
tt0026071,Anna Karenina,1935,95,"Drama,Romance",NA,7.0,4615,NA
tt0026073,Annie Oakley,1935,90,"Biography,Drama,Western",NA,6.7,1421,NA
tt0026097,Barbary Coast,1935,91,"Adventure,Drama,Romance",NA,6.8,1378,NA
tt0026123,The Black Room,1935,68,"Crime,Horror",NA,7.0,1498,NA
tt0026126,Bonnie Scotland,1935,80,Comedy,NA,6.9,1649,NA
tt0026129,Bordertown,1935,90,"Crime,Drama",NA,6.9,1306,NA
tt0026138,Bride of Frankenstein,1935,75,"Drama,Horror,Sci-Fi",NA,7.8,39644,NA
tt0026144,Broadway Melody of 1936,1935,101,"Musical,Romance",NA,6.8,1394,NA
tt0026164,Call of the Wild,1935,89,"Action,Adventure,Drama",NA,6.8,1617,NA
tt0026174,Captain Blood,1935,119,"Action,Adventure",NA,7.7,11959,NA
tt0026197,Charlie Chan in Egypt,1935,73,"Crime,Drama,Mystery",NA,6.8,1692,NA
tt0026198,Charlie Chan in Paris,1935,72,"Comedy,Crime,Drama",NA,7.2,1365,NA
tt0026199,Charlie Chan in Shanghai,1935,71,"Crime,Drama,Mystery",NA,7.1,1227,NA
tt0026205,China Seas,1935,87,"Action,Adventure,Drama",NA,7.0,2069,NA
tt0026246,Crime and Punishment,1935,88,"Crime,Drama",NA,7.0,1554,NA
tt0026252,Curly Top,1935,75,"Family,Musical,Romance",NA,6.9,1528,NA
tt0026261,Dangerous,1935,79,Drama,NA,7.0,2544,NA
tt0026266,David Copperfield,1935,130,"Adventure,Drama,Romance",NA,7.4,3463,NA
tt0026276,The Devil Is a Woman,1935,79,"Comedy,Drama,Romance",NA,7.0,2704,NA
tt0026388,Front Page Woman,1935,82,"Comedy,Romance",NA,6.8,1090,NA
tt0026393,'G' Men,1935,85,"Crime,Drama,Film-Noir",NA,7.2,3217,NA
tt0026406,The Ghost Goes West,1935,95,"Comedy,Fantasy,Horror",NA,6.8,1562,NA
tt0026421,Gold Diggers of 1935,1935,95,"Comedy,Musical",NA,7.0,2280,NA
tt0026424,The Good Fairy,1935,98,"Comedy,Romance",NA,7.6,1085,NA
tt0026452,Hands Across the Table,1935,80,"Comedy,Romance",NA,7.1,1385,NA
tt0026529,The Informer,1935,91,"Crime,Drama",NA,7.5,5230,NA
tt0026564,Carnival in Flanders,1935,110,"Comedy,History,Romance",NA,7.5,1089,NA
tt0026641,The Littlest Rebel,1935,73,"Comedy,Drama,Family",NA,6.9,1255,NA
tt0026643,The Lives of a Bengal Lancer,1935,109,"Adventure,Drama,War",NA,7.1,2374,NA
tt0026663,Mad Love,1935,68,"Horror,Romance,Sci-Fi",NA,7.3,4024,NA
tt0026676,Man on the Flying Trapeze,1935,66,Comedy,NA,7.5,1007,NA
tt0026685,Mark of the Vampire,1935,60,"Horror,Mystery",NA,6.3,3946,NA
tt0026714,A Midsummer Night's Dream,1935,133,"Comedy,Fantasy,Romance",NA,6.9,2902,NA
tt0026725,Les Misérables,1935,108,"Drama,History,Romance",NA,7.7,3096,NA
tt0026752,Mutiny on the Bounty,1935,132,"Adventure,Biography,Drama",NA,7.7,19164,NA
tt0026768,Naughty Marietta,1935,105,"Drama,Musical,Romance",NA,6.7,1089,NA
tt0026778,A Night at the Opera,1935,96,"Comedy,Music,Musical",NA,7.9,28843,NA
tt0026840,Page Miss Glory,1935,93,"Comedy,Music,Romance",NA,6.7,1154,NA
tt0026866,Peter Ibbetson,1935,85,"Drama,Fantasy,Romance",NA,7.1,1674,NA
tt0026912,The Raven,1935,61,"Crime,Horror",NA,7.0,4099,NA
tt0026942,Roberta,1935,106,"Comedy,Musical,Romance",NA,7.1,2717,NA
tt0026955,Ruggles of Red Gap,1935,90,"Comedy,Romance",NA,7.6,3412,NA
tt0026972,Scrooge,1935,78,"Drama,Family,Fantasy",NA,6.6,1659,NA
tt0026983,She,1935,101,"Adventure,Fantasy,Romance",NA,6.5,1313,NA
tt0027040,Star of Midnight,1935,90,"Comedy,Mystery,Romance",NA,6.7,1015,NA
tt0027067,Sylvia Scarlett,1935,95,"Comedy,Drama,Romance",NA,6.2,3280,NA
tt0027075,A Tale of Two Cities,1935,128,"Drama,History,Romance",NA,7.8,4755,NA
tt0027118,An Inn in Tokyo,1935,80,Drama,NA,7.7,1147,NA
tt0027125,Top Hat,1935,101,"Comedy,Musical,Romance",NA,7.8,15911,NA
tt0027194,Werewolf of London,1935,75,"Drama,Fantasy,Horror",NA,6.4,4332,NA
tt0027214,The Whole Town's Talking,1935,93,"Comedy,Crime,Drama",NA,7.3,1917,NA
tt0027260,After the Thin Man,1936,112,"Comedy,Crime,Mystery",NA,7.7,8718,NA
tt0027286,The Amazing Adventure,1936,80,"Comedy,Drama,Romance",NA,6.3,1490,NA
tt0027300,Anthony Adverse,1936,141,"Adventure,Drama,Romance",NA,6.4,1477,NA
tt0027336,The Lower Depths,1936,95,"Crime,Drama,Romance",NA,7.6,2738,NA
tt0027367,Black Legion,1937,83,"Crime,Drama,Film-Noir",NA,7.0,2304,NA
tt0027376,The Bohemian Girl,1936,71,"Comedy,Musical",NA,6.8,1644,NA
tt0027387,Born to Dance,1936,106,"Comedy,Musical",NA,6.7,1309,NA
tt0027407,Bullets or Ballots,1936,82,"Crime,Drama,Film-Noir",NA,7.1,2330,NA
tt0027413,Cain and Mabel,1936,90,"Comedy,Musical,Romance",NA,6.6,1654,NA
tt0027421,Captain January,1936,77,"Comedy,Family,Musical",NA,7.2,1074,NA
tt0027438,The Charge of the Light Brigade,1936,115,"Action,Adventure,Romance",NA,7.1,4148,NA
tt0027439,Charlie Chan at the Circus,1936,72,"Comedy,Crime,Mystery",NA,7.0,1407,NA
tt0027440,Charlie Chan at the Opera,1936,68,Mystery,NA,7.3,1823,NA
tt0027441,Charlie Chan at the Race Track,1936,70,"Comedy,Crime,Mystery",NA,7.1,1268,NA
tt0027442,Charlie Chan's Secret,1936,72,"Crime,Drama,Mystery",NA,7.2,1243,NA
tt0027459,Come and Get It,1936,99,"Drama,Romance",NA,7.0,1614,NA
tt0027478,The Crime of Monsieur Lange,1936,80,"Comedy,Crime,Drama",NA,7.4,2605,NA
tt0027489,César,1936,168,Drama,NA,7.6,1188,NA
tt0027515,Desire,1936,95,"Comedy,Crime,Romance",NA,7.2,1914,NA
tt0027521,The Devil-Doll,1936,78,"Drama,Horror,Sci-Fi",NA,7.0,3367,NA
tt0027532,Dodsworth,1936,101,"Drama,Romance",NA,7.8,7344,NA
tt0027545,Dracula's Daughter,1936,71,"Drama,Fantasy,Horror",NA,6.4,5128,NA
tt0027552,"Bizarre, Bizarre",1937,94,Comedy,NA,7.6,1481,NA
tt0027593,The Ex-Mrs. Bradford,1936,82,"Comedy,Mystery,Romance",NA,7.0,1414,NA
tt0027623,Flash Gordon,1936,245,"Action,Adventure,Sci-Fi",NA,7.1,1972,NA
tt0027630,Follow the Fleet,1936,110,"Comedy,Musical,Romance",NA,7.2,3689,NA
tt0027652,Fury,1936,92,"Crime,Drama,Film-Noir",NA,7.9,10359,NA
tt0027657,The Garden of Allah,1936,79,"Adventure,Drama,Romance",NA,5.9,1242,NA
tt0027672,Sisters of the Gion,1936,69,Drama,NA,7.5,2190,NA
tt0027698,The Great Ziegfeld,1936,176,"Biography,Drama,Musical",NA,6.7,6518,NA
tt0027752,The Only Son,1936,87,Drama,NA,7.8,2769,NA
tt0027800,The Invisible Ray,1936,80,"Horror,Sci-Fi,Thriller",NA,6.6,1995,NA
tt0027869,The Last of the Mohicans,1936,91,"Adventure,Drama,History",NA,6.6,1056,NA
tt0027884,Libeled Lady,1936,98,"Comedy,Romance",NA,7.9,6494,NA
tt0027893,Little Lord Fauntleroy,1936,102,"Drama,Family",NA,7.3,1609,NA
tt0027948,Mary of Scotland,1936,123,"Biography,Drama,History",NA,6.3,2104,NA
tt0027969,The Milky Way,1936,89,Comedy,NA,6.6,1406,NA
tt0027977,Modern Times,1936,87,"Comedy,Drama,Family",NA,8.5,194755,NA
tt0027996,Mr. Deeds Goes to Town,1936,115,"Comedy,Drama,Romance",NA,7.9,18336,NA
tt0028010,My Man Godfrey,1936,94,"Comedy,Drama,Romance",NA,8.0,19019,NA
tt0028021,Osaka Elegy,1936,71,"Comedy,Drama",NA,7.3,1804,NA
tt0028070,Our Relations,1936,71,Comedy,NA,7.4,2558,NA
tt0028096,The Petrified Forest,1936,82,"Drama,Film-Noir,Romance",NA,7.6,11404,NA
tt0028108,The Plainsman,1936,113,"Biography,History,Romance",NA,6.9,1825,NA
tt0028118,Poor Little Rich Girl,1936,79,"Adventure,Comedy,Family",NA,7.1,1193,NA
tt0028141,The Prisoner of Shark Island,1936,96,"Biography,Drama,History",NA,7.3,1795,NA
tt0028167,Rembrandt,1936,85,"Biography,Drama",NA,7.1,1440,NA
tt0028174,Revolt of the Zombies,1936,65,"Adventure,Horror",NA,3.3,1356,NA
tt0028201,The Story of a Cheat,1936,81,Comedy,NA,7.6,1708,NA
tt0028203,Romeo and Juliet,1936,125,"Drama,Romance",NA,6.5,1575,NA
tt0028207,Rose-Marie,1936,113,"Adventure,Drama,Musical",NA,6.8,1099,NA
tt0028212,Sabotage,1936,76,"Crime,Thriller",NA,7.1,13353,NA
tt0028216,San Francisco,1936,115,"Drama,Musical,Romance",NA,7.2,4576,NA
tt0028219,Satan Met a Lady,1936,74,"Comedy,Crime,Mystery",NA,6.1,1707,NA
tt0028231,Secret Agent,1936,86,"Mystery,Thriller",NA,6.5,7219,NA
tt0028249,Show Boat,1936,113,"Comedy,Drama,Musical",NA,7.4,2625,NA
tt0028313,The Story of Louis Pasteur,1936,86,"Biography,Drama,History",NA,7.3,2018,NA
tt0028315,Stowaway,1936,87,"Adventure,Family,Musical",NA,7.1,1126,NA
tt0028330,Suzy,1936,93,Drama,NA,6.4,1142,NA
tt0028333,Swing Time,1936,103,"Comedy,Musical,Romance",NA,7.6,11243,NA
tt0028345,Tarzan Escapes,1936,89,"Action,Adventure",NA,6.7,2974,NA
tt0028346,Reefer Madness,1936,66,"Crime,Drama",NA,3.8,7341,NA
tt0028355,Theodora Goes Wild,1936,94,"Comedy,Romance",NA,7.2,1988,NA
tt0028356,These Three,1936,93,"Drama,Romance",NA,7.5,2094,NA
tt0028358,Things to Come,1936,100,"Drama,Sci-Fi,War",NA,6.7,6464,NA
tt0028373,Three Smart Girls,1936,84,"Comedy,Musical,Romance",NA,6.7,1093,NA
tt0028478,The Walking Dead,1936,66,"Crime,Horror,Sci-Fi",NA,6.7,2134,NA
tt0028505,Wife vs. Secretary,1936,88,"Comedy,Drama,Romance",NA,7.1,2830,NA
tt0028575,Angel,1937,91,"Comedy,Drama,Romance",NA,7.2,1945,NA
tt0028597,The Awful Truth,1937,90,"Comedy,Romance",NA,7.7,16407,NA
tt0028683,Camille,1936,109,"Drama,Romance",NA,7.4,6773,NA
tt0028691,Captains Courageous,1937,117,"Adventure,Drama,Family",NA,8.0,8045,NA
tt0028707,Charlie Chan at Monte Carlo,1937,72,"Comedy,Crime,Mystery",NA,7.0,1261,NA
tt0028708,Charlie Chan at the Olympics,1937,71,"Comedy,Crime,Mystery",NA,7.2,1406,NA
tt0028709,Charlie Chan on Broadway,1937,68,"Comedy,Crime,Mystery",NA,7.2,1238,NA
tt0028737,Confession,1937,87,"Crime,Drama,Romance",NA,7.3,1027,NA
tt0028739,Conquest,1937,113,"Drama,History,Romance",NA,6.6,1255,NA
tt0028757,A Damsel in Distress,1937,101,"Comedy,Music,Romance",NA,6.9,1629,NA
tt0028767,Dark Journey,1937,77,"Adventure,Romance,Thriller",NA,6.3,1016,NA
tt0028772,A Day at the Races,1937,111,"Comedy,Musical,Sport",NA,7.6,12216,NA
tt0028773,Dead End,1937,93,"Crime,Drama,Film-Noir",NA,7.3,5598,NA
tt0028804,Double Wedding,1937,87,"Comedy,Romance",NA,7.1,1683,NA
tt0028816,Easy Living,1937,88,"Comedy,Romance",NA,7.7,2663,NA
tt0028818,The Edge of the World,1937,81,"Drama,History,Romance",NA,7.3,1510,NA
tt0028842,Ever Since Eve,1937,80,"Comedy,Romance",NA,6.6,1323,NA
tt0028872,Fire Over England,1937,92,"Adventure,History,Romance",NA,6.5,1505,NA
tt0028944,The Good Earth,1937,138,"Drama,Romance",NA,7.5,4182,NA
tt0028950,La Grande Illusion,1937,113,"Drama,War",NA,8.1,31329,NA
tt0028988,Heidi,1937,88,"Drama,Family,Musical",NA,7.3,3787,NA
tt0029002,History Is Made at Night,1937,97,"Drama,Romance",NA,7.4,1321,NA
tt0029030,The Hurricane,1937,110,"Action,Drama,Romance",NA,7.2,2141,NA
tt0029047,In Old Chicago,1938,95,"Action,Drama,Musical",NA,6.8,1938,NA
tt0029058,It's Love I'm After,1937,90,Comedy,NA,7.5,1864,NA
tt0029080,Kid Galahad,1937,102,"Crime,Drama,Romance",NA,7.2,2677,NA
tt0029087,Knight Without Armor,1937,107,"Adventure,Drama,History",NA,6.8,1068,NA
tt0029118,The Last Gangster,1937,81,"Crime,Drama,Thriller",NA,6.8,1228,NA
tt0029120,The Last of Mrs. Cheyney,1937,98,"Comedy,Drama",NA,6.5,1029,NA
tt0029146,The Life of Emile Zola,1937,116,"Biography,Drama",NA,7.2,6363,NA
tt0029162,Lost Horizon,1937,132,"Adventure,Drama,Fantasy",NA,7.7,11268,NA
tt0029192,Make Way for Tomorrow,1937,91,"Comedy,Drama,Romance",NA,8.2,6523,NA
tt0029201,The Man Who Could Work Miracles,1936,82,"Comedy,Fantasy",NA,7.0,1180,NA
tt0029217,Marked Woman,1937,96,"Crime,Film-Noir,Thriller",NA,7.2,2977,NA
tt0029284,My Favorite Wife,1940,88,"Comedy,Romance",NA,7.4,8506,NA
tt0029310,Night Must Fall,1937,116,"Drama,Mystery,Thriller",NA,7.2,1959,NA
tt0029314,Humanity and Paper Balloons,1937,86,Drama,NA,7.8,1608,NA
tt0029322,Nothing Sacred,1937,77,"Drama,Fantasy,Romance",NA,6.9,5503,NA
tt0029335,"Oh, Mr. Porter!",1937,85,Comedy,NA,7.5,1521,NA
tt0029440,The Prince and the Pauper,1937,118,"Adventure,Drama,Family",NA,7.2,2188,NA
tt0029442,The Prisoner of Zenda,1937,101,"Adventure,Drama,Romance",NA,7.7,3896,NA
tt0029453,Pépé le Moko,1937,94,"Crime,Drama,Romance",NA,7.7,5764,NA
tt0029511,San Quentin,1937,70,"Crime,Drama,Film-Noir",NA,6.6,1553,NA
tt0029516,Saratoga,1937,92,"Comedy,Drama,Romance",NA,6.5,1355,NA
tt0029546,Shall We Dance,1937,109,"Comedy,Musical,Romance",NA,7.5,6033,NA
tt0029583,Snow White and the Seven Dwarfs,1937,83,"Animation,Family,Fantasy",NA,7.6,166960,NA
tt0029604,Stage Door,1937,92,"Comedy,Drama",NA,7.8,7100,NA
tt0029606,A Star Is Born,1937,111,"Drama,Romance",NA,7.3,7834,NA
tt0029608,Stella Dallas,1937,106,"Drama,Romance",NA,7.4,4162,NA
tt0029650,That Certain Woman,1937,93,"Drama,Romance",NA,6.8,1188,NA
tt0029658,They Won't Forget,1937,95,"Drama,Film-Noir,Mystery",NA,7.2,1353,NA
tt0029682,Topper,1937,97,"Comedy,Fantasy,Romance",NA,7.3,6242,NA
tt0029695,True Confession,1937,85,"Comedy,Crime",NA,6.8,1231,NA
tt0029747,Way Out West,1937,65,"Comedy,Family,Western",NA,7.6,7100,NA
tt0029751,Wee Willie Winkie,1937,100,"Adventure,Family",NA,7.1,1318,NA
tt0029808,You Only Live Once,1937,86,"Crime,Drama,Film-Noir",NA,7.4,4992,NA
tt0029811,Young and Innocent,1937,80,"Crime,Mystery,Romance",NA,6.9,7856,NA
tt0029843,The Adventures of Robin Hood,1938,102,"Action,Adventure,Romance",NA,7.9,44403,NA
tt0029844,The Adventures of Tom Sawyer,1938,91,"Adventure,Drama,Family",NA,7.1,1592,NA
tt0029850,Alexander Nevsky,1938,112,"Action,Biography,Drama",NA,7.6,9748,NA
tt0029852,Alexander's Ragtime Band,1938,106,"Drama,Music,Musical",NA,6.9,1765,NA
tt0029855,Algiers,1938,96,"Drama,Mystery,Romance",NA,6.7,2242,NA
tt0029864,The Amazing Dr. Clitterhouse,1938,87,"Crime,Drama",NA,7.1,2045,NA
tt0029870,Angels with Dirty Faces,1938,97,"Crime,Drama,Film-Noir",NA,7.9,18525,NA
tt0029923,Block-Heads,1938,57,"Comedy,War",NA,7.6,3152,NA
tt0029929,Bluebeard's Eighth Wife,1938,85,"Comedy,Romance",NA,7.2,2911,NA
tt0029942,Boys Town,1938,96,"Biography,Drama",NA,7.3,4800,NA
tt0029947,Bringing Up Baby,1938,102,"Comedy,Family,Romance",NA,7.9,51593,NA
tt0029957,La Bête Humaine,1938,100,"Crime,Drama",NA,7.6,6151,NA
tt0029971,Carefree,1938,83,"Comedy,Musical,Romance",NA,7.1,3014,NA
tt0029984,Charlie Chan in Honolulu,1938,67,"Comedy,Crime,Horror",NA,6.9,1416,NA
tt0029992,A Christmas Carol,1938,69,"Drama,Family,Fantasy",NA,7.5,5527,NA
tt0029995,The Citadel,1938,110,Drama,NA,7.1,1695,NA
tt0030018,The Cowboy and the Lady,1938,91,"Comedy,Drama,Romance",NA,6.6,1105,NA
tt0030044,The Dawn Patrol,1938,103,"Drama,War",NA,7.5,2530,NA
tt0030063,The Divorce of Lady X,1938,92,"Comedy,Drama,Romance",NA,6.7,1125,NA
tt0030127,The Baker's Wife,1938,133,"Comedy,Drama",NA,7.4,1502,NA
tt0030149,Four Daughters,1938,90,"Drama,Music,Romance",NA,6.9,1578,NA
tt0030241,Holiday,1938,95,"Comedy,Romance",NA,7.8,13041,NA
tt0030252,Hotel du Nord,1938,95,"Drama,Romance",NA,7.8,1970,NA
tt0030287,Jezebel,1938,104,"Drama,Romance",NA,7.5,10836,NA
tt0030341,The Lady Vanishes,1938,96,"Film-Noir,Mystery,Thriller",NA,7.8,43262,NA
tt0030386,Love Finds Andy Hardy,1938,91,"Comedy,Romance",NA,6.9,1498,NA
tt0030396,The Mad Miss Manton,1938,80,"Comedy,Crime,Mystery",NA,6.8,1871,NA
tt0030418,Marie Antoinette,1938,149,"Biography,Drama,History",NA,7.4,2474,NA
tt0030442,Merrily We Live,1938,95,"Comedy,Romance",NA,7.4,1384,NA
tt0030522,Olympia Part One: Festival of the Nations,1938,121,"Documentary,Sport",NA,7.8,3987,NA
tt0030523,Olympia Part Two: Festival of Beauty,1938,96,"Documentary,Sport",NA,7.7,3335,NA
tt0030637,Pygmalion,1938,96,"Comedy,Drama,Romance",NA,7.8,7230,NA
tt0030643,Port of Shadows,1938,91,"Crime,Drama,Romance",NA,7.8,7475,NA
tt0030657,Rebecca of Sunnybrook Farm,1938,81,"Comedy,Drama,Family",NA,7.1,1325,NA
tt0030696,Room Service,1938,78,Comedy,NA,6.7,4429,NA
tt0030744,The Shopworn Angel,1938,85,"Drama,Romance,War",NA,7.1,1272,NA
tt0030746,Sidewalks of London,1938,85,Comedy,NA,7.0,1048,NA
tt0030755,The Sisters,1938,99,Drama,NA,6.9,1588,NA
